case:concept:name,concept:name,Resource,Complete Timestamp,Variant,Variant index
instance_649,DY,Originator,06:16.0,Variant 21,21
instance_649,EW,Originator,06:41.0,Variant 21,21
instance_649,FH,Originator,06:58.0,Variant 21,21
instance_649,EY,Originator,07:07.0,Variant 21,21
instance_649,FL,Originator,07:18.0,Variant 21,21
instance_649,FJ,Originator,07:18.0,Variant 21,21
instance_649,FK,Originator,07:26.0,Variant 21,21
instance_649,FA,Originator,07:29.0,Variant 21,21
instance_649,FI,Originator,07:42.0,Variant 21,21
instance_649,FM,Originator,07:51.0,Variant 21,21
instance_649,EZ,Originator,07:53.0,Variant 21,21
instance_649,FQ,Originator,08:04.0,Variant 21,21
instance_649,FC,Originator,08:08.0,Variant 21,21
instance_649,FN,Originator,08:23.0,Variant 21,21
instance_649,FF,Originator,08:28.0,Variant 21,21
instance_649,FD,Originator,08:47.0,Variant 21,21
instance_649,EX,Originator,09:06.0,Variant 21,21
instance_649,D,Originator,09:30.0,Variant 21,21
instance_649,B,Originator,09:51.0,Variant 21,21
instance_258,A,Originator,00:00.0,Variant 22,22
instance_258,C,Originator,00:18.0,Variant 22,22
instance_258,FR,Originator,00:28.0,Variant 22,22
instance_258,FT,Originator,00:43.0,Variant 22,22
instance_258,GT,Originator,00:57.0,Variant 22,22
instance_258,GX,Originator,01:15.0,Variant 22,22
instance_258,HB,Originator,01:20.0,Variant 22,22
instance_258,GV,Originator,01:26.0,Variant 22,22
instance_258,HA,Originator,01:37.0,Variant 22,22
instance_258,GW,Originator,01:38.0,Variant 22,22
instance_258,HC,Originator,01:43.0,Variant 22,22
instance_258,GZ,Originator,01:46.0,Variant 22,22
instance_258,GY,Originator,02:02.0,Variant 22,22
instance_258,GU,Originator,02:24.0,Variant 22,22
instance_258,FU,Originator,02:39.0,Variant 22,22
instance_258,HD,Originator,02:54.0,Variant 22,22
instance_258,HN,Originator,03:07.0,Variant 22,22
instance_258,HF,Originator,03:07.0,Variant 22,22
instance_258,HJ,Originator,03:29.0,Variant 22,22
instance_258,HP,Originator,03:31.0,Variant 22,22
instance_258,HH,Originator,03:34.0,Variant 22,22
instance_258,HR,Originator,03:44.0,Variant 22,22
instance_258,HT,Originator,03:44.0,Variant 22,22
instance_258,HS,Originator,03:47.0,Variant 22,22
instance_258,HM,Originator,03:48.0,Variant 22,22
instance_258,HI,Originator,03:48.0,Variant 22,22
instance_258,HL,Originator,03:55.0,Variant 22,22
instance_258,HK,Originator,04:07.0,Variant 22,22
instance_258,HQ,Originator,04:09.0,Variant 22,22
instance_258,HO,Originator,04:17.0,Variant 22,22
instance_258,HG,Originator,04:29.0,Variant 22,22
instance_258,HE,Originator,04:41.0,Variant 22,22
instance_258,FS,Originator,04:51.0,Variant 22,22
instance_258,D,Originator,05:04.0,Variant 22,22
instance_258,B,Originator,05:23.0,Variant 22,22
instance_706,A,Originator,00:00.0,Variant 23,23
instance_706,C,Originator,00:20.0,Variant 23,23
instance_706,FR,Originator,00:36.0,Variant 23,23
instance_706,FT,Originator,00:54.0,Variant 23,23
instance_706,FV,Originator,01:06.0,Variant 23,23
instance_706,FZ,Originator,01:32.0,Variant 23,23
instance_706,FX,Originator,01:35.0,Variant 23,23
instance_706,FY,Originator,01:39.0,Variant 23,23
instance_706,FW,Originator,01:50.0,Variant 23,23
instance_706,GA,Originator,02:02.0,Variant 23,23
instance_706,GD,Originator,02:30.0,Variant 23,23
instance_706,GC,Originator,02:31.0,Variant 23,23
instance_706,GB,Originator,02:53.0,Variant 23,23
instance_706,FU,Originator,03:12.0,Variant 23,23
instance_706,HD,Originator,03:28.0,Variant 23,23
instance_706,HN,Originator,03:39.0,Variant 23,23
instance_706,HF,Originator,03:39.0,Variant 23,23
instance_706,HU,Originator,04:00.0,Variant 23,23
instance_706,HJ,Originator,04:07.0,Variant 23,23
instance_706,HH,Originator,04:15.0,Variant 23,23
instance_706,HW,Originator,04:21.0,Variant 23,23
instance_706,HM,Originator,04:23.0,Variant 23,23
instance_706,HI,Originator,04:31.0,Variant 23,23
instance_706,HL,Originator,04:32.0,Variant 23,23
instance_706,HV,Originator,04:35.0,Variant 23,23
instance_706,HK,Originator,04:45.0,Variant 23,23
instance_706,HO,Originator,04:54.0,Variant 23,23
instance_706,HG,Originator,05:12.0,Variant 23,23
instance_706,HE,Originator,05:27.0,Variant 23,23
instance_706,FS,Originator,05:40.0,Variant 23,23
instance_706,D,Originator,05:47.0,Variant 23,23
instance_706,B,Originator,06:00.0,Variant 23,23
instance_742,A,Originator,00:00.0,Variant 24,24
instance_742,C,Originator,00:15.0,Variant 24,24
instance_742,CN,Originator,00:29.0,Variant 24,24
instance_742,CP,Originator,00:48.0,Variant 24,24
instance_742,CV,Originator,01:08.0,Variant 24,24
instance_742,CW,Originator,01:35.0,Variant 24,24
instance_742,CQ,Originator,01:45.0,Variant 24,24
instance_742,CX,Originator,02:02.0,Variant 24,24
instance_742,DD,Originator,02:17.0,Variant 24,24
instance_742,DE,Originator,02:25.0,Variant 24,24
instance_742,CZ,Originator,02:26.0,Variant 24,24
instance_742,DB,Originator,02:47.0,Variant 24,24
instance_742,DC,Originator,02:53.0,Variant 24,24
instance_742,DA,Originator,03:21.0,Variant 24,24
instance_742,CY,Originator,03:46.0,Variant 24,24
instance_742,CO,Originator,04:01.0,Variant 24,24
instance_742,DX,Originator,04:17.0,Variant 24,24
instance_742,DZ,Originator,04:31.0,Variant 24,24
instance_742,EB,Originator,04:49.0,Variant 24,24
instance_742,EA,Originator,05:10.0,Variant 24,24
instance_742,ED,Originator,05:34.0,Variant 24,24
instance_742,EH,Originator,05:54.0,Variant 24,24
instance_742,EE,Originator,06:14.0,Variant 24,24
instance_742,DY,Originator,06:39.0,Variant 24,24
instance_742,EW,Originator,06:54.0,Variant 24,24
instance_742,FH,Originator,07:14.0,Variant 24,24
instance_742,EY,Originator,07:17.0,Variant 24,24
instance_742,FJ,Originator,07:39.0,Variant 24,24
instance_742,FA,Originator,07:42.0,Variant 24,24
instance_742,FK,Originator,07:43.0,Variant 24,24
instance_742,FL,Originator,07:44.0,Variant 24,24
instance_742,FI,Originator,08:00.0,Variant 24,24
instance_742,EZ,Originator,08:01.0,Variant 24,24
instance_742,FM,Originator,08:08.0,Variant 24,24
instance_742,FC,Originator,08:12.0,Variant 24,24
instance_742,FO,Originator,08:22.0,Variant 24,24
instance_742,FE,Originator,08:25.0,Variant 24,24
instance_742,FN,Originator,08:47.0,Variant 24,24
instance_742,FD,Originator,08:52.0,Variant 24,24
instance_742,EX,Originator,09:18.0,Variant 24,24
instance_742,D,Originator,09:44.0,Variant 24,24
instance_742,B,Originator,10:04.0,Variant 24,24
instance_18,A,Originator,00:00.0,Variant 25,25
instance_18,C,Originator,00:14.0,Variant 25,25
instance_18,E,Originator,00:29.0,Variant 25,25
instance_18,G,Originator,00:48.0,Variant 25,25
instance_18,I,Originator,01:14.0,Variant 25,25
instance_18,J,Originator,01:19.0,Variant 25,25
instance_18,K,Originator,01:24.0,Variant 25,25
instance_18,H,Originator,01:40.0,Variant 25,25
instance_18,L,Originator,02:01.0,Variant 25,25
instance_18,N,Originator,02:20.0,Variant 25,25
instance_18,M,Originator,02:41.0,Variant 25,25
instance_18,P,Originator,03:02.0,Variant 25,25
instance_18,AA,Originator,03:22.0,Variant 25,25
instance_18,AC,Originator,03:45.0,Variant 25,25
instance_18,AD,Originator,03:53.0,Variant 25,25
instance_18,AB,Originator,04:10.0,Variant 25,25
instance_18,Q,Originator,04:31.0,Variant 25,25
instance_18,F,Originator,04:48.0,Variant 25,25
instance_18,BH,Originator,05:13.0,Variant 25,25
instance_18,BN,Originator,05:34.0,Variant 25,25
instance_18,BJ,Originator,05:44.0,Variant 25,25
instance_18,BP,Originator,05:52.0,Variant 25,25
instance_18,BO,Originator,05:58.0,Variant 25,25
instance_18,BL,Originator,06:02.0,Variant 25,25
instance_18,BQ,Originator,06:12.0,Variant 25,25
instance_18,BK,Originator,06:27.0,Variant 25,25
instance_18,BI,Originator,06:50.0,Variant 25,25
instance_18,BR,Originator,07:06.0,Variant 25,25
instance_18,BT,Originator,07:30.0,Variant 25,25
instance_18,BX,Originator,07:30.0,Variant 25,25
instance_18,BY,Originator,07:47.0,Variant 25,25
instance_18,BW,Originator,07:52.0,Variant 25,25
instance_18,BU,Originator,08:10.0,Variant 25,25
instance_18,BS,Originator,08:24.0,Variant 25,25
instance_18,BZ,Originator,08:37.0,Variant 25,25
instance_18,CD,Originator,08:57.0,Variant 25,25
instance_18,CB,Originator,09:02.0,Variant 25,25
instance_18,CF,Originator,09:14.0,Variant 25,25
instance_18,CG,Originator,09:18.0,Variant 25,25
instance_18,CC,Originator,09:20.0,Variant 25,25
instance_18,CE,Originator,09:35.0,Variant 25,25
instance_18,CA,Originator,09:53.0,Variant 25,25
instance_18,CH,Originator,10:17.0,Variant 25,25
instance_18,CI,Originator,10:32.0,Variant 25,25
instance_18,CJ,Originator,10:46.0,Variant 25,25
instance_18,CM,Originator,11:02.0,Variant 25,25
instance_18,CL,Originator,11:10.0,Variant 25,25
instance_18,CK,Originator,11:26.0,Variant 25,25
instance_18,D,Originator,11:52.0,Variant 25,25
instance_18,B,Originator,12:11.0,Variant 25,25
instance_831,A,Originator,00:00.0,Variant 26,26
instance_831,C,Originator,00:19.0,Variant 26,26
instance_831,FR,Originator,00:27.0,Variant 26,26
instance_831,FT,Originator,00:45.0,Variant 26,26
instance_831,GE,Originator,01:01.0,Variant 26,26
instance_831,GP,Originator,01:21.0,Variant 26,26
instance_831,GS,Originator,01:39.0,Variant 26,26
instance_831,GQ,Originator,01:56.0,Variant 26,26
instance_831,GF,Originator,02:06.0,Variant 26,26
instance_831,FU,Originator,02:30.0,Variant 26,26
instance_831,HD,Originator,02:56.0,Variant 26,26
instance_831,HN,Originator,03:01.0,Variant 26,26
instance_831,HF,Originator,03:10.0,Variant 26,26
instance_831,HU,Originator,03:26.0,Variant 26,26
instance_831,HH,Originator,03:38.0,Variant 26,26
instance_831,HJ,Originator,03:38.0,Variant 26,26
instance_831,HX,Originator,03:47.0,Variant 26,26
instance_831,HL,Originator,03:55.0,Variant 26,26
instance_831,HM,Originator,04:00.0,Variant 26,26
instance_831,HI,Originator,04:02.0,Variant 26,26
instance_831,HV,Originator,04:03.0,Variant 26,26
instance_831,HK,Originator,04:09.0,Variant 26,26
instance_831,HO,Originator,04:17.0,Variant 26,26
instance_831,HG,Originator,04:38.0,Variant 26,26
instance_831,HE,Originator,04:51.0,Variant 26,26
instance_831,FS,Originator,05:10.0,Variant 26,26
instance_831,D,Originator,05:22.0,Variant 26,26
instance_831,B,Originator,05:39.0,Variant 26,26
instance_915,A,Originator,00:00.0,Variant 27,27
instance_915,C,Originator,00:22.0,Variant 27,27
instance_915,E,Originator,00:30.0,Variant 27,27
instance_915,G,Originator,00:40.0,Variant 27,27
instance_915,I,Originator,00:57.0,Variant 27,27
instance_915,K,Originator,00:59.0,Variant 27,27
instance_915,J,Originator,01:05.0,Variant 27,27
instance_915,H,Originator,01:30.0,Variant 27,27
instance_915,L,Originator,01:43.0,Variant 27,27
instance_915,N,Originator,02:02.0,Variant 27,27
instance_915,M,Originator,02:23.0,Variant 27,27
instance_915,P,Originator,02:52.0,Variant 27,27
instance_915,R,Originator,03:11.0,Variant 27,27
instance_915,V,Originator,03:27.0,Variant 27,27
instance_915,S,Originator,03:52.0,Variant 27,27
instance_915,Q,Originator,04:03.0,Variant 27,27
instance_915,F,Originator,04:19.0,Variant 27,27
instance_915,BH,Originator,04:46.0,Variant 27,27
instance_915,BJ,Originator,05:02.0,Variant 27,27
instance_915,BN,Originator,05:11.0,Variant 27,27
instance_915,BP,Originator,05:17.0,Variant 27,27
instance_915,BL,Originator,05:22.0,Variant 27,27
instance_915,BO,Originator,05:31.0,Variant 27,27
instance_915,BQ,Originator,05:35.0,Variant 27,27
instance_915,BK,Originator,05:46.0,Variant 27,27
instance_915,BI,Originator,06:14.0,Variant 27,27
instance_915,BR,Originator,06:31.0,Variant 27,27
instance_915,BT,Originator,06:57.0,Variant 27,27
instance_915,BX,Originator,07:00.0,Variant 27,27
instance_915,BY,Originator,07:21.0,Variant 27,27
instance_915,BV,Originator,07:23.0,Variant 27,27
instance_915,BU,Originator,07:46.0,Variant 27,27
instance_915,BS,Originator,08:06.0,Variant 27,27
instance_915,BZ,Originator,08:24.0,Variant 27,27
instance_915,CD,Originator,08:40.0,Variant 27,27
instance_915,CB,Originator,08:49.0,Variant 27,27
instance_915,CF,Originator,08:55.0,Variant 27,27
instance_915,CG,Originator,09:00.0,Variant 27,27
instance_915,CC,Originator,09:10.0,Variant 27,27
instance_915,CE,Originator,09:14.0,Variant 27,27
instance_915,CA,Originator,09:32.0,Variant 27,27
instance_915,CH,Originator,09:55.0,Variant 27,27
instance_915,CI,Originator,10:10.0,Variant 27,27
instance_915,CJ,Originator,10:22.0,Variant 27,27
instance_915,CL,Originator,10:38.0,Variant 27,27
instance_915,CM,Originator,10:44.0,Variant 27,27
instance_915,CK,Originator,10:58.0,Variant 27,27
instance_915,D,Originator,11:16.0,Variant 27,27
instance_915,B,Originator,11:33.0,Variant 27,27
instance_209,A,Originator,00:00.0,Variant 28,28
instance_209,C,Originator,00:20.0,Variant 28,28
instance_209,CN,Originator,00:27.0,Variant 28,28
instance_209,CP,Originator,00:44.0,Variant 28,28
instance_209,CR,Originator,01:06.0,Variant 28,28
instance_209,CU,Originator,01:20.0,Variant 28,28
instance_209,CS,Originator,01:31.0,Variant 28,28
instance_209,CQ,Originator,01:50.0,Variant 28,28
instance_209,CX,Originator,02:12.0,Variant 28,28
instance_209,CZ,Originator,02:29.0,Variant 28,28
instance_209,DD,Originator,02:39.0,Variant 28,28
instance_209,DE,Originator,02:49.0,Variant 28,28
instance_209,DB,Originator,02:50.0,Variant 28,28
instance_209,DC,Originator,02:58.0,Variant 28,28
instance_209,DA,Originator,03:20.0,Variant 28,28
instance_209,CY,Originator,03:47.0,Variant 28,28
instance_209,CO,Originator,03:54.0,Variant 28,28
instance_209,DX,Originator,04:10.0,Variant 28,28
instance_209,DZ,Originator,04:26.0,Variant 28,28
instance_209,EB,Originator,04:49.0,Variant 28,28
instance_209,EA,Originator,05:05.0,Variant 28,28
instance_209,ED,Originator,05:21.0,Variant 28,28
instance_209,EG,Originator,05:48.0,Variant 28,28
instance_209,EE,Originator,06:04.0,Variant 28,28
instance_209,DY,Originator,06:24.0,Variant 28,28
instance_209,EW,Originator,06:39.0,Variant 28,28
instance_209,FH,Originator,07:00.0,Variant 28,28
instance_209,EY,Originator,07:08.0,Variant 28,28
instance_209,FL,Originator,07:27.0,Variant 28,28
instance_209,FB,Originator,07:29.0,Variant 28,28
instance_209,FJ,Originator,07:34.0,Variant 28,28
instance_209,FK,Originator,07:38.0,Variant 28,28
instance_209,EZ,Originator,07:43.0,Variant 28,28
instance_209,FI,Originator,07:49.0,Variant 28,28
instance_209,FC,Originator,08:02.0,Variant 28,28
instance_209,FM,Originator,08:06.0,Variant 28,28
instance_209,FG,Originator,08:07.0,Variant 28,28
instance_209,FO,Originator,08:23.0,Variant 28,28
instance_209,FD,Originator,08:23.0,Variant 28,28
instance_209,FN,Originator,08:46.0,Variant 28,28
instance_209,EX,Originator,08:54.0,Variant 28,28
instance_209,D,Originator,09:17.0,Variant 28,28
instance_209,B,Originator,09:31.0,Variant 28,28
instance_539,A,Originator,00:00.0,Variant 29,29
instance_539,C,Originator,00:13.0,Variant 29,29
instance_539,CN,Originator,00:22.0,Variant 29,29
instance_539,DF,Originator,00:36.0,Variant 29,29
instance_539,DR,Originator,01:10.0,Variant 29,29
instance_539,DS,Originator,01:14.0,Variant 29,29
instance_539,DT,Originator,01:29.0,Variant 29,29
instance_539,DW,Originator,01:42.0,Variant 29,29
instance_539,DV,Originator,01:45.0,Variant 29,29
instance_539,DU,Originator,02:07.0,Variant 29,29
instance_539,DG,Originator,02:19.0,Variant 29,29
instance_539,CO,Originator,02:31.0,Variant 29,29
instance_539,DX,Originator,02:45.0,Variant 29,29
instance_539,EI,Originator,03:00.0,Variant 29,29
instance_539,ER,Originator,03:24.0,Variant 29,29
instance_539,EV,Originator,03:52.0,Variant 29,29
instance_539,ET,Originator,03:54.0,Variant 29,29
instance_539,EU,Originator,03:55.0,Variant 29,29
instance_539,ES,Originator,04:13.0,Variant 29,29
instance_539,EJ,Originator,04:28.0,Variant 29,29
instance_539,DY,Originator,04:46.0,Variant 29,29
instance_539,EW,Originator,05:05.0,Variant 29,29
instance_539,FH,Originator,05:23.0,Variant 29,29
instance_539,EY,Originator,05:28.0,Variant 29,29
instance_539,FL,Originator,05:42.0,Variant 29,29
instance_539,FA,Originator,05:49.0,Variant 29,29
instance_539,FJ,Originator,05:51.0,Variant 29,29
instance_539,FK,Originator,05:53.0,Variant 29,29
instance_539,FI,Originator,06:05.0,Variant 29,29
instance_539,EZ,Originator,06:13.0,Variant 29,29
instance_539,FM,Originator,06:17.0,Variant 29,29
instance_539,FC,Originator,06:27.0,Variant 29,29
instance_539,FQ,Originator,06:34.0,Variant 29,29
instance_539,FF,Originator,06:49.0,Variant 29,29
instance_539,FN,Originator,06:54.0,Variant 29,29
instance_539,FD,Originator,07:00.0,Variant 29,29
instance_539,EX,Originator,07:24.0,Variant 29,29
instance_539,D,Originator,07:52.0,Variant 29,29
instance_539,B,Originator,08:05.0,Variant 29,29
instance_274,A,Originator,00:00.0,Variant 30,30
instance_274,C,Originator,00:17.0,Variant 30,30
instance_274,CN,Originator,00:32.0,Variant 30,30
instance_274,DF,Originator,00:45.0,Variant 30,30
instance_274,DR,Originator,01:11.0,Variant 30,30
instance_274,DS,Originator,01:28.0,Variant 30,30
instance_274,DT,Originator,01:45.0,Variant 30,30
instance_274,DW,Originator,02:03.0,Variant 30,30
instance_274,DV,Originator,02:03.0,Variant 30,30
instance_274,DU,Originator,02:19.0,Variant 30,30
instance_274,DG,Originator,02:41.0,Variant 30,30
instance_274,CO,Originator,02:56.0,Variant 30,30
instance_274,DX,Originator,03:06.0,Variant 30,30
instance_274,EI,Originator,03:20.0,Variant 30,30
instance_274,EP,Originator,03:46.0,Variant 30,30
instance_274,EQ,Originator,04:09.0,Variant 30,30
instance_274,EJ,Originator,04:31.0,Variant 30,30
instance_274,DY,Originator,04:52.0,Variant 30,30
instance_274,EW,Originator,05:13.0,Variant 30,30
instance_274,FH,Originator,05:31.0,Variant 30,30
instance_274,EY,Originator,05:32.0,Variant 30,30
instance_274,FA,Originator,05:55.0,Variant 30,30
instance_274,FJ,Originator,05:56.0,Variant 30,30
instance_274,FL,Originator,05:56.0,Variant 30,30
instance_274,FK,Originator,06:00.0,Variant 30,30
instance_274,EZ,Originator,06:17.0,Variant 30,30
instance_274,FI,Originator,06:20.0,Variant 30,30
instance_274,FC,Originator,06:28.0,Variant 30,30
instance_274,FM,Originator,06:28.0,Variant 30,30
instance_274,FQ,Originator,06:46.0,Variant 30,30
instance_274,FF,Originator,06:49.0,Variant 30,30
instance_274,FD,Originator,07:02.0,Variant 30,30
instance_274,FN,Originator,07:03.0,Variant 30,30
instance_274,EX,Originator,07:27.0,Variant 30,30
instance_274,D,Originator,07:46.0,Variant 30,30
instance_274,B,Originator,08:05.0,Variant 30,30
instance_1089,A,Originator,00:00.0,Variant 1,1
instance_1089,C,Originator,00:19.0,Variant 1,1
instance_1089,FR,Originator,00:27.0,Variant 1,1
instance_1089,HY,Originator,00:39.0,Variant 1,1
instance_1089,IA,Originator,00:52.0,Variant 1,1
instance_1089,IR,Originator,01:11.0,Variant 1,1
instance_1089,IT,Originator,01:31.0,Variant 1,1
instance_1089,IU,Originator,01:31.0,Variant 1,1
instance_1089,IS,Originator,01:50.0,Variant 1,1
instance_1089,IV,Originator,02:16.0,Variant 1,1
instance_1089,IW,Originator,02:31.0,Variant 1,1
instance_1089,IB,Originator,02:45.0,Variant 1,1
instance_1089,HZ,Originator,03:02.0,Variant 1,1
instance_1089,FS,Originator,03:26.0,Variant 1,1
instance_1089,D,Originator,03:51.0,Variant 1,1
instance_1089,B,Originator,03:55.0,Variant 1,1
instance_283,A,Originator,00:00.0,Variant 12,12
instance_283,C,Originator,00:21.0,Variant 12,12
instance_283,FR,Originator,00:34.0,Variant 12,12
instance_283,HY,Originator,00:54.0,Variant 12,12
instance_283,IA,Originator,01:14.0,Variant 12,12
instance_283,IC,Originator,01:35.0,Variant 12,12
instance_283,IN,Originator,01:47.0,Variant 12,12
instance_283,IP,Originator,02:05.0,Variant 12,12
instance_283,IO,Originator,02:26.0,Variant 12,12
instance_283,ID,Originator,02:37.0,Variant 12,12
instance_283,IB,Originator,03:06.0,Variant 12,12
instance_283,HZ,Originator,03:19.0,Variant 12,12
instance_283,FS,Originator,03:43.0,Variant 12,12
instance_283,D,Originator,04:05.0,Variant 12,12
instance_283,B,Originator,04:11.0,Variant 12,12
instance_59,A,Originator,00:00.0,Variant 31,31
instance_59,C,Originator,00:15.0,Variant 31,31
instance_59,CN,Originator,00:29.0,Variant 31,31
instance_59,CP,Originator,00:44.0,Variant 31,31
instance_59,CV,Originator,01:02.0,Variant 31,31
instance_59,CW,Originator,01:26.0,Variant 31,31
instance_59,CQ,Originator,01:45.0,Variant 31,31
instance_59,CX,Originator,02:05.0,Variant 31,31
instance_59,CZ,Originator,02:19.0,Variant 31,31
instance_59,DD,Originator,02:25.0,Variant 31,31
instance_59,DE,Originator,02:38.0,Variant 31,31
instance_59,DB,Originator,02:40.0,Variant 31,31
instance_59,DC,Originator,02:50.0,Variant 31,31
instance_59,DA,Originator,03:12.0,Variant 31,31
