case:concept:name,concept:name,Resource,Complete Timestamp,Variant,Variant index
instance_258,DW,Originator,01:38.0,Variant 97,97
instance_258,CI,Originator,01:39.0,Variant 97,97
instance_258,BB,Originator,01:48.0,Variant 97,97
instance_258,CK,Originator,01:49.0,Variant 97,97
instance_258,CL,Originator,01:51.0,Variant 97,97
instance_258,EA,Originator,01:56.0,Variant 97,97
instance_258,DY,Originator,01:59.0,Variant 97,97
instance_258,CJ,Originator,02:06.0,Variant 97,97
instance_258,BH,Originator,02:10.0,Variant 97,97
instance_258,DZ,Originator,02:11.0,Variant 97,97
instance_258,CH,Originator,02:15.0,Variant 97,97
instance_258,EB,Originator,02:17.0,Variant 97,97
instance_258,BK,Originator,02:21.0,Variant 97,97
instance_258,CB,Originator,02:37.0,Variant 97,97
instance_258,DX,Originator,02:37.0,Variant 97,97
instance_258,BI,Originator,02:39.0,Variant 97,97
instance_258,BC,Originator,02:56.0,Variant 97,97
instance_258,CS,Originator,02:59.0,Variant 97,97
instance_258,BA,Originator,03:18.0,Variant 97,97
instance_258,AY,Originator,03:42.0,Variant 97,97
instance_258,F,Originator,04:06.0,Variant 97,97
instance_258,D,Originator,04:17.0,Variant 97,97
instance_258,B,Originator,04:37.0,Variant 97,97
instance_706,A,Originator,00:00.0,Variant 98,98
instance_706,C,Originator,00:26.0,Variant 98,98
instance_706,JM,Originator,00:33.0,Variant 98,98
instance_706,LN,Originator,01:02.0,Variant 98,98
instance_706,LP,Originator,01:28.0,Variant 98,98
instance_706,LO,Originator,01:37.0,Variant 98,98
instance_706,LR,Originator,01:47.0,Variant 98,98
instance_706,LU,Originator,02:02.0,Variant 98,98
instance_706,LT,Originator,02:09.0,Variant 98,98
instance_706,LV,Originator,02:17.0,Variant 98,98
instance_706,LS,Originator,02:27.0,Variant 98,98
instance_706,LW,Originator,02:43.0,Variant 98,98
instance_706,LZ,Originator,02:59.0,Variant 98,98
instance_706,LY,Originator,02:59.0,Variant 98,98
instance_706,LX,Originator,03:20.0,Variant 98,98
instance_706,MA,Originator,03:39.0,Variant 98,98
instance_706,MC,Originator,04:01.0,Variant 98,98
instance_706,MD,Originator,04:05.0,Variant 98,98
instance_706,MB,Originator,04:19.0,Variant 98,98
instance_706,ME,Originator,04:42.0,Variant 98,98
instance_706,MI,Originator,05:08.0,Variant 98,98
instance_706,MK,Originator,05:29.0,Variant 98,98
instance_706,MJ,Originator,05:49.0,Variant 98,98
instance_706,MF,Originator,06:06.0,Variant 98,98
instance_706,MR,Originator,06:31.0,Variant 98,98
instance_706,MT,Originator,06:51.0,Variant 98,98
instance_706,MU,Originator,06:53.0,Variant 98,98
instance_706,MS,Originator,07:20.0,Variant 98,98
instance_706,MV,Originator,07:36.0,Variant 98,98
instance_706,MX,Originator,07:57.0,Variant 98,98
instance_706,MW,Originator,08:09.0,Variant 98,98
instance_706,JN,Originator,08:30.0,Variant 98,98
instance_706,D,Originator,08:44.0,Variant 98,98
instance_706,B,Originator,09:03.0,Variant 98,98
instance_742,A,Originator,00:00.0,Variant 99,99
instance_742,C,Originator,00:25.0,Variant 99,99
instance_742,E,Originator,00:47.0,Variant 99,99
instance_742,G,Originator,00:58.0,Variant 99,99
instance_742,T,Originator,01:21.0,Variant 99,99
instance_742,X,Originator,01:41.0,Variant 99,99
instance_742,V,Originator,01:46.0,Variant 99,99
instance_742,W,Originator,01:55.0,Variant 99,99
instance_742,U,Originator,02:15.0,Variant 99,99
instance_742,Y,Originator,02:31.0,Variant 99,99
instance_742,AA,Originator,02:47.0,Variant 99,99
instance_742,Z,Originator,03:05.0,Variant 99,99
instance_742,H,Originator,03:25.0,Variant 99,99
instance_742,AC,Originator,03:34.0,Variant 99,99
instance_742,AE,Originator,03:44.0,Variant 99,99
instance_742,AO,Originator,03:47.0,Variant 99,99
instance_742,AG,Originator,03:52.0,Variant 99,99
instance_742,AI,Originator,04:04.0,Variant 99,99
instance_742,AR,Originator,04:07.0,Variant 99,99
instance_742,AQ,Originator,04:16.0,Variant 99,99
instance_742,AH,Originator,04:24.0,Variant 99,99
instance_742,AP,Originator,04:36.0,Variant 99,99
instance_742,AF,Originator,04:36.0,Variant 99,99
instance_742,AS,Originator,04:55.0,Variant 99,99
instance_742,AU,Originator,05:07.0,Variant 99,99
instance_742,AT,Originator,05:15.0,Variant 99,99
instance_742,AD,Originator,05:27.0,Variant 99,99
instance_742,F,Originator,05:48.0,Variant 99,99
instance_742,D,Originator,05:58.0,Variant 99,99
instance_742,B,Originator,06:23.0,Variant 99,99
instance_18,A,Originator,00:00.0,Variant 100,100
instance_18,C,Originator,00:16.0,Variant 100,100
instance_18,JM,Originator,00:23.0,Variant 100,100
instance_18,LN,Originator,00:46.0,Variant 100,100
instance_18,LP,Originator,01:01.0,Variant 100,100
instance_18,LO,Originator,01:20.0,Variant 100,100
instance_18,LR,Originator,01:27.0,Variant 100,100
instance_18,LU,Originator,01:38.0,Variant 100,100
instance_18,LV,Originator,01:41.0,Variant 100,100
instance_18,LT,Originator,01:51.0,Variant 100,100
instance_18,LS,Originator,02:00.0,Variant 100,100
instance_18,LW,Originator,02:12.0,Variant 100,100
instance_18,LZ,Originator,02:33.0,Variant 100,100
instance_18,LY,Originator,02:33.0,Variant 100,100
instance_18,LX,Originator,02:58.0,Variant 100,100
instance_18,MA,Originator,03:17.0,Variant 100,100
instance_18,MD,Originator,03:42.0,Variant 100,100
instance_18,MC,Originator,03:45.0,Variant 100,100
instance_18,MB,Originator,04:10.0,Variant 100,100
instance_18,ME,Originator,04:32.0,Variant 100,100
instance_18,MI,Originator,04:58.0,Variant 100,100
instance_18,MK,Originator,05:24.0,Variant 100,100
instance_18,MJ,Originator,05:45.0,Variant 100,100
instance_18,MF,Originator,06:11.0,Variant 100,100
instance_18,MR,Originator,06:32.0,Variant 100,100
instance_18,MU,Originator,06:58.0,Variant 100,100
instance_18,MT,Originator,07:18.0,Variant 100,100
instance_18,MS,Originator,07:24.0,Variant 100,100
instance_18,MV,Originator,07:45.0,Variant 100,100
instance_18,MY,Originator,07:59.0,Variant 100,100
instance_18,MW,Originator,08:16.0,Variant 100,100
instance_18,JN,Originator,08:37.0,Variant 100,100
instance_18,D,Originator,08:50.0,Variant 100,100
instance_18,B,Originator,09:14.0,Variant 100,100
instance_831,A,Originator,00:00.0,Variant 101,101
instance_831,C,Originator,00:21.0,Variant 101,101
instance_831,JM,Originator,00:31.0,Variant 101,101
instance_831,LN,Originator,00:58.0,Variant 101,101
instance_831,LP,Originator,01:20.0,Variant 101,101
instance_831,LO,Originator,01:44.0,Variant 101,101
instance_831,LR,Originator,01:53.0,Variant 101,101
instance_831,LT,Originator,02:05.0,Variant 101,101
instance_831,LU,Originator,02:12.0,Variant 101,101
instance_831,LV,Originator,02:19.0,Variant 101,101
instance_831,LS,Originator,02:39.0,Variant 101,101
instance_831,LW,Originator,02:41.0,Variant 101,101
instance_831,LZ,Originator,03:00.0,Variant 101,101
instance_831,LY,Originator,03:07.0,Variant 101,101
instance_831,LX,Originator,03:19.0,Variant 101,101
instance_831,MA,Originator,03:38.0,Variant 101,101
instance_831,MD,Originator,03:53.0,Variant 101,101
instance_831,MC,Originator,03:56.0,Variant 101,101
instance_831,MB,Originator,04:16.0,Variant 101,101
instance_831,ME,Originator,04:40.0,Variant 101,101
instance_831,MG,Originator,05:06.0,Variant 101,101
instance_831,MH,Originator,05:24.0,Variant 101,101
instance_831,MF,Originator,05:39.0,Variant 101,101
instance_831,MR,Originator,06:00.0,Variant 101,101
instance_831,MT,Originator,06:25.0,Variant 101,101
instance_831,MU,Originator,06:29.0,Variant 101,101
instance_831,MS,Originator,06:50.0,Variant 101,101
instance_831,MV,Originator,07:03.0,Variant 101,101
instance_831,MX,Originator,07:16.0,Variant 101,101
instance_831,MW,Originator,07:26.0,Variant 101,101
instance_831,JN,Originator,07:39.0,Variant 101,101
instance_831,D,Originator,07:50.0,Variant 101,101
instance_831,B,Originator,08:10.0,Variant 101,101
instance_915,A,Originator,00:00.0,Variant 34,34
instance_915,C,Originator,00:18.0,Variant 34,34
instance_915,EC,Originator,00:25.0,Variant 34,34
instance_915,HL,Originator,00:47.0,Variant 34,34
instance_915,HN,Originator,00:56.0,Variant 34,34
instance_915,HT,Originator,01:22.0,Variant 34,34
instance_915,HR,Originator,01:27.0,Variant 34,34
instance_915,HP,Originator,01:30.0,Variant 34,34
instance_915,HU,Originator,01:40.0,Variant 34,34
instance_915,HQ,Originator,01:54.0,Variant 34,34
instance_915,HS,Originator,01:54.0,Variant 34,34
instance_915,HO,Originator,02:11.0,Variant 34,34
instance_915,HM,Originator,02:32.0,Variant 34,34
instance_915,IU,Originator,02:50.0,Variant 34,34
instance_915,IW,Originator,03:01.0,Variant 34,34
instance_915,IX,Originator,03:15.0,Variant 34,34
instance_915,IY,Originator,03:29.0,Variant 34,34
instance_915,JA,Originator,03:51.0,Variant 34,34
instance_915,IZ,Originator,03:59.0,Variant 34,34
instance_915,IV,Originator,04:18.0,Variant 34,34
instance_915,ED,Originator,04:33.0,Variant 34,34
instance_915,D,Originator,05:11.0,Variant 34,34
instance_915,B,Originator,05:18.0,Variant 34,34
instance_209,A,Originator,00:00.0,Variant 13,13
instance_209,C,Originator,00:18.0,Variant 13,13
instance_209,EC,Originator,00:27.0,Variant 13,13
instance_209,EE,Originator,00:50.0,Variant 13,13
instance_209,EG,Originator,01:13.0,Variant 13,13
instance_209,EH,Originator,01:26.0,Variant 13,13
instance_209,EF,Originator,01:42.0,Variant 13,13
instance_209,EN,Originator,01:58.0,Variant 13,13
instance_209,EP,Originator,02:08.0,Variant 13,13
instance_209,ER,Originator,02:16.0,Variant 13,13
instance_209,EQ,Originator,02:18.0,Variant 13,13
instance_209,ES,Originator,02:37.0,Variant 13,13
instance_209,EO,Originator,03:04.0,Variant 13,13
instance_209,ET,Originator,03:19.0,Variant 13,13
instance_209,EX,Originator,03:33.0,Variant 13,13
instance_209,EV,Originator,03:38.0,Variant 13,13
instance_209,EY,Originator,03:46.0,Variant 13,13
instance_209,EW,Originator,04:02.0,Variant 13,13
instance_209,EU,Originator,04:22.0,Variant 13,13
instance_209,EZ,Originator,04:42.0,Variant 13,13
instance_209,FB,Originator,04:54.0,Variant 13,13
instance_209,FE,Originator,05:19.0,Variant 13,13
instance_209,FD,Originator,05:21.0,Variant 13,13
instance_209,FF,Originator,05:24.0,Variant 13,13
instance_209,FC,Originator,05:48.0,Variant 13,13
instance_209,FA,Originator,05:56.0,Variant 13,13
instance_209,ED,Originator,06:14.0,Variant 13,13
instance_209,D,Originator,06:40.0,Variant 13,13
instance_209,B,Originator,06:56.0,Variant 13,13
instance_539,A,Originator,00:00.0,Variant 102,102
instance_539,C,Originator,00:22.0,Variant 102,102
instance_539,E,Originator,00:38.0,Variant 102,102
instance_539,AX,Originator,00:48.0,Variant 102,102
instance_539,AZ,Originator,01:09.0,Variant 102,102
instance_539,CR,Originator,01:10.0,Variant 102,102
instance_539,CA,Originator,01:18.0,Variant 102,102
instance_539,DI,Originator,01:30.0,Variant 102,102
instance_539,BM,Originator,01:38.0,Variant 102,102
instance_539,CG,Originator,01:38.0,Variant 102,102
instance_539,CI,Originator,01:46.0,Variant 102,102
instance_539,BO,Originator,01:48.0,Variant 102,102
instance_539,DK,Originator,01:49.0,Variant 102,102
instance_539,CL,Originator,01:58.0,Variant 102,102
instance_539,CK,Originator,02:03.0,Variant 102,102
instance_539,DM,Originator,02:10.0,Variant 102,102
instance_539,BR,Originator,02:16.0,Variant 102,102
instance_539,DO,Originator,02:19.0,Variant 102,102
instance_539,CJ,Originator,02:28.0,Variant 102,102
instance_539,DN,Originator,02:29.0,Variant 102,102
instance_539,BP,Originator,02:36.0,Variant 102,102
instance_539,DL,Originator,02:38.0,Variant 102,102
instance_539,CH,Originator,02:41.0,Variant 102,102
instance_539,BN,Originator,02:43.0,Variant 102,102
instance_539,DJ,Originator,02:55.0,Variant 102,102
instance_539,BA,Originator,03:05.0,Variant 102,102
instance_539,CB,Originator,03:10.0,Variant 102,102
instance_539,CS,Originator,03:15.0,Variant 102,102
instance_539,AY,Originator,03:32.0,Variant 102,102
instance_539,F,Originator,03:56.0,Variant 102,102
instance_539,D,Originator,04:08.0,Variant 102,102
instance_539,B,Originator,04:26.0,Variant 102,102
instance_274,A,Originator,00:00.0,Variant 103,103
instance_274,C,Originator,00:20.0,Variant 103,103
instance_274,EC,Originator,00:31.0,Variant 103,103
instance_274,FL,Originator,00:55.0,Variant 103,103
instance_274,FN,Originator,01:17.0,Variant 103,103
instance_274,FX,Originator,01:24.0,Variant 103,103
instance_274,FS,Originator,01:29.0,Variant 103,103
instance_274,FP,Originator,01:30.0,Variant 103,103
instance_274,FR,Originator,01:35.0,Variant 103,103
instance_274,FU,Originator,01:39.0,Variant 103,103
instance_274,FQ,Originator,01:39.0,Variant 103,103
instance_274,FZ,Originator,01:40.0,Variant 103,103
instance_274,FW,Originator,01:45.0,Variant 103,103
instance_274,FV,Originator,01:52.0,Variant 103,103
instance_274,FY,Originator,01:57.0,Variant 103,103
instance_274,FO,Originator,01:58.0,Variant 103,103
instance_274,FT,Originator,02:09.0,Variant 103,103
instance_274,FM,Originator,02:33.0,Variant 103,103
instance_274,GC,Originator,02:52.0,Variant 103,103
instance_274,GE,Originator,03:08.0,Variant 103,103
instance_274,GJ,Originator,03:08.0,Variant 103,103
instance_274,GK,Originator,03:32.0,Variant 103,103
instance_274,GI,Originator,03:35.0,Variant 103,103
instance_274,GG,Originator,03:43.0,Variant 103,103
instance_274,GH,Originator,03:49.0,Variant 103,103
instance_274,GF,Originator,04:03.0,Variant 103,103
instance_274,GD,Originator,04:20.0,Variant 103,103
instance_274,GL,Originator,04:38.0,Variant 103,103
instance_274,GN,Originator,04:55.0,Variant 103,103
instance_274,GO,Originator,05:18.0,Variant 103,103
instance_274,GM,Originator,05:33.0,Variant 103,103
instance_274,GW,Originator,05:51.0,Variant 103,103
instance_274,HG,Originator,06:02.0,Variant 103,103
instance_274,HK,Originator,06:09.0,Variant 103,103
instance_274,HH,Originator,06:34.0,Variant 103,103
instance_274,GX,Originator,07:00.0,Variant 103,103
instance_274,ED,Originator,07:17.0,Variant 103,103
instance_274,D,Originator,07:41.0,Variant 103,103
instance_274,B,Originator,08:07.0,Variant 103,103
instance_1089,A,Originator,00:00.0,Variant 104,104
instance_1089,C,Originator,00:19.0,Variant 104,104
instance_1089,EC,Originator,00:32.0,Variant 104,104
instance_1089,HL,Originator,00:54.0,Variant 104,104
instance_1089,HN,Originator,01:05.0,Variant 104,104
instance_1089,HP,Originator,01:24.0,Variant 104,104
instance_1089,HT,Originator,01:27.0,Variant 104,104
instance_1089,HR,Originator,01:34.0,Variant 104,104
instance_1089,HQ,Originator,01:45.0,Variant 104,104
instance_1089,HS,Originator,01:55.0,Variant 104,104
instance_1089,HU,Originator,01:55.0,Variant 104,104
instance_1089,HO,Originator,02:06.0,Variant 104,104
instance_1089,HM,Originator,02:32.0,Variant 104,104
instance_1089,IU,Originator,02:49.0,Variant 104,104
instance_1089,IW,Originator,02:58.0,Variant 104,104
instance_1089,IX,Originator,03:16.0,Variant 104,104
instance_1089,IY,Originator,03:31.0,Variant 104,104
instance_1089,JB,Originator,03:50.0,Variant 104,104
instance_1089,IZ,Originator,04:01.0,Variant 104,104
instance_1089,IV,Originator,04:21.0,Variant 104,104
instance_1089,ED,Originator,04:31.0,Variant 104,104
instance_1089,D,Originator,04:50.0,Variant 104,104
instance_1089,B,Originator,05:09.0,Variant 104,104
instance_283,A,Originator,00:00.0,Variant 105,105
instance_283,C,Originator,00:26.0,Variant 105,105
instance_283,E,Originator,00:39.0,Variant 105,105
instance_283,AX,Originator,00:47.0,Variant 105,105
instance_283,CA,Originator,01:04.0,Variant 105,105
instance_283,AZ,Originator,01:14.0,Variant 105,105
instance_283,CR,Originator,01:23.0,Variant 105,105
instance_283,CG,Originator,01:30.0,Variant 105,105
instance_283,BB,Originator,01:34.0,Variant 105,105
instance_283,DI,Originator,01:45.0,Variant 105,105
instance_283,CM,Originator,01:47.0,Variant 105,105
instance_283,BH,Originator,01:57.0,Variant 105,105
instance_283,DU,Originator,02:05.0,Variant 105,105
instance_283,BL,Originator,02:08.0,Variant 105,105
instance_283,CQ,Originator,02:10.0,Variant 105,105
instance_283,CO,Originator,02:19.0,Variant 105,105
instance_283,DV,Originator,02:23.0,Variant 105,105
instance_283,CP,Originator,02:28.0,Variant 105,105
instance_283,BI,Originator,02:32.0,Variant 105,105
instance_283,CN,Originator,02:40.0,Variant 105,105
instance_283,DJ,Originator,02:46.0,Variant 105,105
instance_283,BC,Originator,02:56.0,Variant 105,105
instance_283,CH,Originator,03:02.0,Variant 105,105
instance_283,CS,Originator,03:12.0,Variant 105,105
instance_283,BA,Originator,03:19.0,Variant 105,105
instance_283,CB,Originator,03:32.0,Variant 105,105
instance_283,AY,Originator,03:49.0,Variant 105,105
instance_283,F,Originator,04:17.0,Variant 105,105
instance_283,D,Originator,04:29.0,Variant 105,105
instance_283,B,Originator,04:48.0,Variant 105,105
instance_59,A,Originator,00:00.0,Variant 39,39
instance_59,C,Originator,00:18.0,Variant 39,39
instance_59,E,Originator,00:32.0,Variant 39,39
instance_59,G,Originator,00:43.0,Variant 39,39
instance_59,I,Originator,01:03.0,Variant 39,39
instance_59,P,Originator,01:22.0,Variant 39,39
instance_59,S,Originator,01:30.0,Variant 39,39
instance_59,Q,Originator,01:45.0,Variant 39,39
instance_59,J,Originator,02:05.0,Variant 39,39
instance_59,H,Originator,02:20.0,Variant 39,39
instance_59,AC,Originator,02:32.0,Variant 39,39
instance_59,AE,Originator,02:50.0,Variant 39,39
instance_59,AO,Originator,02:53.0,Variant 39,39
instance_59,AK,Originator,03:01.0,Variant 39,39
instance_59,AQ,Originator,03:06.0,Variant 39,39
instance_59,AR,Originator,03:14.0,Variant 39,39
instance_59,AN,Originator,03:26.0,Variant 39,39
instance_59,AM,Originator,03:32.0,Variant 39,39
instance_59,AP,Originator,03:38.0,Variant 39,39
instance_59,AL,Originator,03:56.0,Variant 39,39
instance_59,AS,Originator,03:59.0,Variant 39,39
instance_59,AF,Originator,04:13.0,Variant 39,39
instance_59,AV,Originator,04:16.0,Variant 39,39
instance_59,AT,Originator,04:36.0,Variant 39,39
instance_59,AD,Originator,04:50.0,Variant 39,39
instance_59,F,Originator,05:10.0,Variant 39,39
instance_59,D,Originator,05:20.0,Variant 39,39
instance_59,B,Originator,05:46.0,Variant 39,39
instance_574,A,Originator,00:00.0,Variant 106,106
instance_574,C,Originator,00:25.0,Variant 106,106
instance_574,E,Originator,00:41.0,Variant 106,106
instance_574,AX,Originator,00:56.0,Variant 106,106
instance_574,AZ,Originator,01:19.0,Variant 106,106
instance_574,CR,Originator,01:21.0,Variant 106,106
instance_574,CA,Originator,01:30.0,Variant 106,106
instance_574,BB,Originator,01:41.0,Variant 106,106
instance_574,CT,Originator,01:46.0,Variant 106,106
instance_574,CC,Originator,01:58.0,Variant 106,106
instance_574,BD,Originator,02:03.0,Variant 106,106
instance_574,CD,Originator,02:08.0,Variant 106,106
instance_574,CV,Originator,02:09.0,Variant 106,106
instance_574,CX,Originator,02:26.0,Variant 106,106
instance_574,BF,Originator,02:27.0,Variant 106,106
instance_574,CE,Originator,02:28.0,Variant 106,106
instance_574,BG,Originator,02:31.0,Variant 106,106
instance_574,CY,Originator,02:35.0,Variant 106,106
instance_574,BE,Originator,02:44.0,Variant 106,106
instance_574,CW,Originator,02:47.0,Variant 106,106
instance_574,CF,Originator,02:53.0,Variant 106,106
instance_574,CU,Originator,03:04.0,Variant 106,106
instance_574,BC,Originator,03:08.0,Variant 106,106
instance_574,CB,Originator,03:10.0,Variant 106,106
instance_574,CS,Originator,03:24.0,Variant 106,106
instance_574,BA,Originator,03:27.0,Variant 106,106
instance_574,AY,Originator,03:51.0,Variant 106,106
instance_574,F,Originator,04:13.0,Variant 106,106
instance_574,D,Originator,04:26.0,Variant 106,106
instance_574,B,Originator,04:57.0,Variant 106,106
instance_534,A,Originator,00:00.0,Variant 38,38
instance_534,C,Originator,00:16.0,Variant 38,38
instance_534,EC,Originator,00:30.0,Variant 38,38
instance_534,HL,Originator,00:48.0,Variant 38,38
instance_534,HV,Originator,00:57.0,Variant 38,38
instance_534,HX,Originator,01:05.0,Variant 38,38
instance_534,IA,Originator,01:20.0,Variant 38,38
instance_534,HY,Originator,01:32.0,Variant 38,38
instance_534,HW,Originator,01:49.0,Variant 38,38
instance_534,HM,Originator,02:15.0,Variant 38,38
instance_534,IU,Originator,02:39.0,Variant 38,38
instance_534,IW,Originator,02:56.0,Variant 38,38
instance_534,IX,Originator,03:11.0,Variant 38,38
instance_534,IY,Originator,03:18.0,Variant 38,38
instance_534,JB,Originator,03:33.0,Variant 38,38
instance_534,IZ,Originator,03:47.0,Variant 38,38
instance_534,IV,Originator,04:15.0,Variant 38,38
instance_534,ED,Originator,04:19.0,Variant 38,38
instance_534,D,Originator,04:45.0,Variant 38,38
instance_534,B,Originator,05:07.0,Variant 38,38
instance_202,A,Originator,00:00.0,Variant 107,107
instance_202,C,Originator,00:19.0,Variant 107,107
instance_202,JM,Originator,00:33.0,Variant 107,107
instance_202,JO,Originator,00:53.0,Variant 107,107
instance_202,JU,Originator,01:11.0,Variant 107,107
instance_202,JW,Originator,01:18.0,Variant 107,107
instance_202,KB,Originator,01:28.0,Variant 107,107
instance_202,KD,Originator,01:34.0,Variant 107,107
instance_202,KA,Originator,01:40.0,Variant 107,107
instance_202,KC,Originator,01:43.0,Variant 107,107
instance_202,KE,Originator,01:58.0,Variant 107,107
instance_202,JX,Originator,01:59.0,Variant 107,107
instance_202,JV,Originator,02:21.0,Variant 107,107
instance_202,JP,Originator,02:39.0,Variant 107,107
instance_202,KF,Originator,02:57.0,Variant 107,107
instance_202,LF,Originator,03:10.0,Variant 107,107
instance_202,KQ,Originator,03:16.0,Variant 107,107
instance_202,KH,Originator,03:22.0,Variant 107,107
instance_202,LH,Originator,03:25.0,Variant 107,107
instance_202,KS,Originator,03:28.0,Variant 107,107
instance_202,KK,Originator,03:39.0,Variant 107,107
instance_202,LI,Originator,03:43.0,Variant 107,107
instance_202,KV,Originator,03:46.0,Variant 107,107
instance_202,KJ,Originator,03:47.0,Variant 107,107
instance_202,KT,Originator,03:57.0,Variant 107,107
instance_202,LG,Originator,04:08.0,Variant 107,107
instance_202,KI,Originator,04:08.0,Variant 107,107
